district,party,candidates,candidates_count,votes,pct_votes
Joo Chiat(15257),SPA,C. H. Koh,5,6136,45.87
Joo Chiat(15257),KURA,Low Teck Cheng,5,405,3.03
Jurong(7176),INDP,Aman B. H. Subri,4,168,2.64
Jurong(7176),LSP,Chia Yeck Poh,4,375,5.89
Jurong(7176),PAP,Chor Yeok Eng,4,4502,70.67
Jurong(7176),SPA,Wong Tuck Leong,4,1325,20.80
Kallang(12936),PAP,Buang bin Omar Junid,3,5690,48.18
Kallang(12936),CP,Seah Peng Chuan,3,1154,9.77
Kallang(12936),SPA,Tan Hai Tong,3,4967,42.05
Kampong Glam(10934),SPA,Mahmood Latiff,4,1747,18.03
Kampong Glam(10934),LSP,Ong Eng Lian,4,1377,14.21
Kampong Glam(10934),PAP,S. Rajaratnam,4,6324,65.27
Kampong Glam(10934),INDP,Wu Shiaw,4,241,2.49
Kampong Kapor(12736),SPA,Chia Ban Wei,5,3632,32.53
Kampong Kapor(12736),INDP,Choo Yeok Koon,5,432,3.87
Kampong Kapor(12736),INDP,Jaganathan S,5,711,6.37
Kampong Kapor(12736),PAP,G. Kandasamy,5,6059,54.27
Kampong Kapor(12736),CP,Yen Jen San,5,330,2.96
Kampong Kembangan(11343),SA,Mohd. Ali b. Alwi,6,4443,38.86
Kampong Kembangan(11343),PAP,Othman b. Wok,6,4199,36.73
Kampong Kembangan(11343),PRSSD,A. Latiff b. Ibrahim,6,231,2.02
Kampong Kembangan(11343),INDP,Jaffar b. Abdul Ghani,6,215,1.88
Kampong Kembangan(11343),SPA,Mohd. b. Hj. Yacob,6,2028,17.74
Kampong Kembangan(11343),PMIP,H. M. Yahiya,6,317,2.77
Kreta Ayer(14173),PAP,Goh Keng Swee,2,9313,73.35
Kreta Ayer(14173),LSP,Pang Man Ming,2,3384,26.65
Moulmein(10095),PAP,Lin You Eng,3,4324,47.25
Moulmein(10095),LSP,Tan Peng Khoo,3,872,9.53
Moulmein(10095),SPA,Yap Jin Yau,3,3955,43.22
Mountbatten(10212),SPA,Chua Seng Kim,5,3031,33.71
Mountbatten(10212),KURA,Leon Soh,5,1354,15.06
Mountbatten(10212),PAP,Tay Kum Sun,5,2143,23.84
Mountbatten(10212),LSP,Wee Soo Bee,5,559,6.22
Mountbatten(10212),SA,Wong Foo Nam,5,1903,21.17
Nee Soon(8694),PAP,Sheng Nam Chin,3,5622,73.30
Nee Soon(8694),SPA,Yap Chin Poh,3,1476,19.24
Nee Soon(8694),LSP,Yong Nyuk Khoon,3,572,7.46
Pasir Panjang(6631),INDP,H. J. C. Kulasingha,4,1884,31.95
Pasir Panjang(6631),INDP,S. T. V. Lingam,4,186,3.15
Pasir Panjang(6631),SA,Sukaimi bin Ibrahim,4,1704,28.90
Pasir Panjang(6631),PAP,Tee Kim Leng,4,2123,36.00
Paya Lebar(12089),INDP,Ong Chye Hock,2,4209,39.19
Paya Lebar(12089),PAP,Tan Kia Gan,2,6531,60.81
Punggol(9893),PAP,Ng Teng Kian,4,4072,46.39
Punggol(9893),LSP,Quah Heck Peck,4,554,6.31
Punggol(9893),SPA,Tan Jin Hong,4,3655,41.64
Punggol(9893),INDP,Tay Keng Hock,4,497,5.66
Queenstown(10634),SPA,Chee Phui Hung,3,3732,37.88
Queenstown(10634),INDP,Lee Kim Chuan,3,818,8.31
Queenstown(10634),PAP,Lee Siew Choh,3,5301,53.81
River Valley(10594),PAP,Lim Cheng Lock,3,3430,36.55
River Valley(10594),SPA,Soh Ghee Soon,3,3425,36.50
River Valley(10594),LSP,E. K. Tan,3,2529,26.95
Rochore(12436),LSP,Tan Soo Wan,3,934,8.39
Rochore(12436),SPA,K. C. Thomas,3,2212,19.85
Rochore(12436),PAP,Toh Chin Chye,3,7995,71.76
Sembawang(8859),PAP,Ahmad Bin Ibrahim,4,4316,54.69
Sembawang(8859),SPA,Chew Seng,4,1084,13.74
Sembawang(8859),INDP,V. Jayaram,4,1566,19.84
Sembawang(8859),LSP,Lau Sai Seng,4,926,11.73
Sepoy Lines(10347),SPA,Goh Su Chiang,2,3820,41.65
Sepoy Lines(10347),PAP,Wee Toon Boon,2,5352,58.35
Serangoon Gardens(8631),SLF,Fernandez Victor Louis,5,330,4.20
Serangoon Gardens(8631),PAP,Leong Keng Seng,5,3843,48.93
Serangoon Gardens(8631),LSP,Lilian Tan,5,64,0.82
Serangoon Gardens(8631),SA,Liao Ping alias Thomas,5,853,10.86
Serangoon Gardens(8631),SPA,Wee Eric Sian Beng,5,2764,35.19
Siglap(14693),INDP,Koh Tee Kin,7,3408,26.56
Siglap(14693),PRSSD,Pang Toon Tin,7,587,4.57
Siglap(14693),PAP,Sahorah bte Ahmat,7,4407,34.34
Siglap(14693),PMIP,A. Wanjor,7,234,1.83
Siglap(14693),LSP,John Snodgrass,7,1511,11.78
Siglap(14693),INDP,Abdullah Masood,7,1267,9.87
Siglap(14693),SA,Mohd. Sidik bin Hj. Abd. Hamid,7,1418,11.05
Southern Islands(5325),SA,Ahmad Jabri B. M. Akib,3,2598,53.73
Southern Islands(5325),PAP,Kum Teng Hock,3,1225,25.34
Southern Islands(5325),LSP,Ismail Haji Hussain,3,1012,20.93
Stamford(12392),WP,Ang Meng Gee,5,925,8.47
Stamford(12392),PAP,Fung Yin Ching,5,5372,49.18
Stamford(12392),LSP,Hooi Beng Guan,5,679,6.22
Stamford(12392),SPA,J. M. Jumabhoy,5,3810,34.88
Stamford(12392),INDP,Wong Chee Lim,5,136,1.25
Tampines(11468),PAP,Goh Chew Chua,3,7461,73.27
Tampines(11468),INDP,Liam Choo Ten alias Lim How Chiang,3,681,6.69
Tampines(11468),SPA,Ong Phi Hok,3,2041,20.04
Tanglin(9127),SA,Ahmad b. Hj. Taff,4,2386,30.44
Tanglin(9127),LSP,Chan Ah Wing,4,395,5.04
Tanglin(9127),PAP,Ibrahim b. Othman,4,2360,30.11
Tanglin(9127),SPA,Thio Chan Bee,4,2698,34.41
Tanjong Pagar(11939),PAP,Lee Kuan Yew,2,7617,71.04
Tanjong Pagar(11939),LSP,C. Subramanyam,2,3105,28.96
Telok Ayer(13998),PAP,Ong Pang Boon,4,8372,67.38
Telok Ayer(13998),CP,Soh Teck Chee,4,287,2.31
Telok Ayer(13998),SPA,Tan Kian Kee,4,2106,16.95
Telok Ayer(13998),INDP,Tay Soo Yong,4,1660,13.36
Telok Blangah(13202),PAP,John Mammen,4,5803,50.41
Telok Blangah(13202),INDP,V. Mariappan,4,337,2.93
Telok Blangah(13202),SA,Osman Gani,4,4141,35.97
Telok Blangah(13202),CP,Wee Kim Hock,4,1230,10.69
Thomson(10067),PAP,T. Bani,3,4978,54.63
Thomson(10067),SLF,Francis Thomas,3,2581,28.33
Thomson(10067),SPA,Yap Chin Choon,3,1553,17.04
Tiong Bahru(12151),WP,Chua Chin Kiat,6,282,2.60
Tiong Bahru(12151),LSP,Lee Bah Chee,6,996,9.17
Tiong Bahru(12151),PAP,Lee Teck Him,6,5175,47.66
Tiong Bahru(12151),INDP,Lim Huan Seng,6,494,4.55
Tiong Bahru(12151),SPA,Lin Wo Ling,6,2182,20.09
Tiong Bahru(12151),INDP,William Tan,6,1730,15.93
Toa Payoh(12551),SPA,Lee Poh Chee,2,2500,22.34
Toa Payoh(12551),PAP,Wong Soon Fong,2,8693,77.66
Ulu Pandan(11017),INDP,Anthony Ponnusamy,7,296,3.04
Ulu Pandan(11017),INDP,Chua Kim Toh,7,183,1.89
Ulu Pandan(11017),LSP,M. Karthigesu,7,284,2.92
Ulu Pandan(11017),INDP,S. Khalaff,7,1083,11.13
Ulu Pandan(11017),INDP,Low Boon Kiat,7,361,3.71
Ulu Pandan(11017),PAP,Mohd. Ariff bin Suradi,7,4420,45.44
Ulu Pandan(11017),SPA,Leslie Rayner,7,3100,31.87
Upper Serangoon(11279),PAP,Chan Sun Wing,4,4497,45.06
Upper Serangoon(11279),SPA,Lim Choon Mong,4,4372,43.81
Upper Serangoon(11279),LSP,Sin Cho Lang,4,901,9.03
Upper Serangoon(11279),CP,Tan Choon Teng,4,209,2.10
